Species	NMDS1	NMDS2
Mammut_obliquelophus	-0.96188790502483	1.54173471109299
Mammuthus_africanavus	1.12192988625783	0.556943356837852
Mammuthus_columbi	1.30539697666393	0.821895143121385
Mammuthus_creticus	1.13783525334634	0.966247957669062
Mammuthus_exilis	1.21401142690682	0.947028098839172
Mammuthus_gromovi	1.17218857430516	0.721349911109801
Mammuthus_lamarmorai	1.20089888930885	0.872512673167317
Mammuthus_meridionalis	1.28699654356522	0.794307984511626
Mammuthus_primigenius	1.20912952757134	0.674248570396191
Mammuthus_protomammonteus	1.18450236810203	0.587199497869649
Mammuthus_rumanus	1.12951613361097	0.607002383911984
Mammuthus_subplanifrons	0.945999231421686	0.532412806128064
Mammuthus_trogontherii	1.30539697666393	0.821895143121385
Megabelodon_joraki	-0.0396905546967406	-1.27754260390367
Megabelodon_lulli	-0.0396905546967406	-1.27754260390367
Megabelodon_minor	-0.100356671834941	-1.33411877387726
Miomastodon_gobiensis	-0.64275858523332	1.43198601115371
Miomastodon_metachinjiensis	-0.452822722860624	1.41345946393699
Miomastodon_proavus	-0.452822722860624	1.41345946393699
Moeritherium_andrewsi	-2.11487309386108	-0.391416894911771
Moeritherium_chehbeurameuri	-2.11487309386108	-0.391416894911771
Moeritherium_lyonsi	-2.11487309386108	-0.391416894911771
Moeritherium_trigodon	-2.03095105017118	-0.318131194873546
Numidotherium_koholense	-2.39447532500125	1.54523416106352
Numidotherium_savagei	-2.39453275452371	1.54527619317039
Omanitherium_dhofarensis	-2.58450581371261	1.43379047467902
Palaeoloxodon_antiquus	1.42643254115916	0.755016500591651
Palaeoloxodon_creutzburgi	1.10694786145604	0.531745382584057
Palaeoloxodon_cypriotes	1.17778725653356	1.07580209066219
Palaeoloxodon_falconeri	1.25096881371257	1.00106896117298
Palaeoloxodon_jolensis	1.4264325411591	0.755016500591618
Palaeoloxodon_lomolinoi	1.12938793782752	0.803549572015277
Palaeoloxodon_mnaidriensis	1.20535391880801	0.779527740164358
Palaeoloxodon_namadicus	1.42643254115915	0.755016500591647
Palaeoloxodon_naumanni	1.37285055676594	0.648309788828526
Palaeoloxodon_recki	1.42643254121173	0.755016500620209
Palaeoloxodon_tiliensis	1.02656866378845	0.773109487997718
Palaeomastodon_beadnelli	-1.43887051413826	-0.825341287886961
Paratetralophodon_exoletus	-0.271570012928229	-1.12023492382837
Paratetralophodon_hasnotensis	-0.261534417821888	-1.26369296261025
Pediolophodon_campester	0.00782404247883269	-1.35262480520825
Phiomia_major	-1.43887051413826	-0.825341287886961
Phiomia_serridens	-1.43887051413827	-0.825341287886963
Phosphatherium_escuilliei	-2.23838449616889	2.26450552680139
Platelephas_platycephalus	0.944778975027732	-0.299854252259367
Platybelodon_dangheensis	-0.330346187668827	-1.46225544260505
Platybelodon_danovi	-0.330346187668827	-1.46225544260505
Platybelodon_grangeri	-0.330346187668827	-1.46225544260505
Platybelodon_tongxinensis	-0.330346187668827	-1.46225544260505
Primelephas_korotorensis	0.892148798427036	0.574403550907141
Prodeinotherium_bavaricum	-1.94339585412745	1.14912017838805
Prodeinotherium_hobleyi	-1.9433958541274	1.14912017838802
Prodeinotherium_pentapotamiae	-1.94339585412738	1.14912017838801
Progomphotherium_maraisi	-0.298141242446881	-0.544071998628314
Protanancus_brevirostris	-0.307814608648706	-1.37287531267069
Protanancus_chinjiensis	-0.242622660617342	-1.35519082716484
Protanancus_macinnesi	-0.242622660617342	-1.35519082716484
Protanancus_tobieni	-0.242622660617342	-1.35519082716484
Rhynchotherium_falconeri	-0.0256151895693261	-1.46318553656085
Rhynchotherium_tlascalae	0.00782404247883269	-1.35262480520825
Serbelodon_barbourensis	0.142035802312936	-1.56118648538441
Sinomammut_tobieni	0.121922736553118	0.309083250195692
Sinomastodon_bumiajuensis	0.0666798982682849	-0.184415859422627
Sinomastodon_huananensis	-0.259337277918984	0.359433558906997
Sinomastodon_intermedius	-0.0613708780116003	0.0761512925137987
Sinomastodon_jiangnanensis	0.203607469733747	-0.110935432744233
Sinomastodon_praeintermedius	-0.189096596868158	0.862855576252312
Sinomastodon_sendaicus	-0.0122892941850751	0.0846158961735526
Sinomastodon_yangziensis	0.150667251530403	-0.188139912946148
Stegodibelodon_schneideri	0.870417481611804	-0.689078861984018
Stegodon_aurorae	0.838990872842343	0.657016624459716
Stegodon_bombifrons	0.769062963503208	0.623536793280301
Stegodon_elephantoides	0.823608451001982	0.602238937244872
Stegodon_florensis	0.816099824028656	0.754935378509766
Stegodon_ganesa	0.823608451001982	0.602238937244872
Stegodon_huananensis	0.769062963503208	0.623536793280301
Stegodon_insignis	0.823608451001982	0.602238937244872
Stegodon_kaisensis	0.769062963503208	0.623536793280301
Stegodon_luzonensis	0.69553586390048	0.285167399264128
Stegodon_orientalis	0.838990872842343	0.657016624459716
Stegodon_pinjorensis	0.823608451001982	0.602238937244872
Stegodon_sompoensis	0.777729611500442	0.74725744919401
Stegodon_sondaari	0.768163030932342	0.831787909509574
Stegodon_timorensis	0.768163030932342	0.831787909509574
Stegodon_trigonocephalus	0.823608451001982	0.602238937244872
Stegodon_zdanskyi	0.862166391042953	0.803240839487321
Stegolophodon_hueiheensis	0.489231876240483	0.183362677952304
Stegolophodon_latidens	0.368035773353325	0.388000629381569
Stegolophodon_lydekkeri	0.526963023945113	0.181350033322817
Stegolophodon_nasaiensis	0.333689150397327	0.385567434621975
Stegolophodon_pseudolatidens	0.365048636447312	0.509473327014756
Stegolophodon_stegodontoides	0.526963023945113	0.181350033322817
Stegoloxodon_celebensis	1.06481987047411	-0.172540284383353
Stegomastodon_aftoniae	0.658146436555354	-0.316560663252631
Stegomastodon_mirificus	0.511160653197914	-0.222480943931952
Stegomastodon_platensis	0.582383854885132	-0.338649280135691
Stegomastodon_primitivus	0.511160653197914	-0.222480943931952
Stegotetrabelodon_orbus	0.387174778229715	-1.50356351576037
Stegotetrabelodon_syrticus	0.408443014810719	-1.60753724935785
Tetralophodon_euryrostris	0.0699339813603915	-1.5075079588657
Tetralophodon_longirostris	-0.297765362128601	-1.11495738502388
Tetralophodon_xiaolongtanensis	-0.297765362128601	-1.11495738502388
Torynobelodon_barnumbrowni	0.065648961773159	-1.43585469142198
Torynobelodon_loomisi	0.065648961773159	-1.43585469142198
Zygolophodon_aegyptensis	-0.572839407131733	1.41246009356279
Zygolophodon_chinjiensis	-0.535417186758729	1.40960430721439
Zygolophodon_turicensis	-0.622430561423238	1.57221155396066
